soort,species,abbr,gebied,intersect_area,type
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Zonienwoud,1590834.4486440336,anb-domein
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Calmeynbos,175068.10797820057,anb-domein
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,De Oosthoekduinen,135981.4608117757,anb-domein
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Brabantse Wouden,1592218.4225224417,anb-regio
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Kust & Westhoek,166370.2989993669,anb-regio
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Demerland & Zuiderkempen,94085.99913159345,anb-regio
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Zonienwoud,1590834.4486440336,anb-domein
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,De Oosthoekduinen,135981.4608117757,anb-domein
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Beeltjens - Kwarekken,94085.99913159345,anb-domein
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Zoniënwoud,1621076.963452029,NBHP
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Duinen en Bossen van De Panne,181116.19538772517,NBHP
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Waterwingebied De Westhoek,175139.19433999524,NBHP
boksdoorn,Lycium barbarum L.,Lb,Duingebieden inclusief IJzermonding en Zwin,4017573.639063037,HBTRL
boksdoorn,Lycium barbarum L.,Lb,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,3905.187631475608,HBTRL
boksdoorn,Lycium barbarum L.,Lb,Polders,1892.8468781911288,HBTRL
boksdoorn,Lycium barbarum L.,Lb,Westkust,493252.39356296026,VGLRL
boksdoorn,Lycium barbarum L.,Lb,Het Zwin,160689.67402142906,VGLRL
boksdoorn,Lycium barbarum L.,Lb,Poldercomplex,121776.73037437498,VGLRL
boksdoorn,Lycium barbarum L.,Lb,Kust & Westhoek,1529756.1592022153,anb-regio
boksdoorn,Lycium barbarum L.,Lb,Vlaamse Ardennen & Schelde-Leie,63001.62512339556,anb-regio
boksdoorn,Lycium barbarum L.,Lb,Brabantse Wouden,11634.743523362327,anb-regio
boksdoorn,Lycium barbarum L.,Lb,Sint-Laureinsduinen,272790.27451978717,anb-domein
boksdoorn,Lycium barbarum L.,Lb,Raversijde,186295.62625396438,anb-domein
boksdoorn,Lycium barbarum L.,Lb,IJzermonding,114833.44127251246,anb-domein
boksdoorn,Lycium barbarum L.,Lb,Kust & Westhoek,1225673.1616151964,anb-regio
boksdoorn,Lycium barbarum L.,Lb,Brabantse Wouden,3505.421774145143,anb-regio
boksdoorn,Lycium barbarum L.,Lb,Sint-Laureinsduinen,272790.27451978717,anb-domein
boksdoorn,Lycium barbarum L.,Lb,IJzermonding,114833.44127251246,anb-domein
boksdoorn,Lycium barbarum L.,Lb,Duinbos-Klemskerke,113577.72085467677,anb-domein
boksdoorn,Lycium barbarum L.,Lb,Duinbossen van De Haan,749971.1590525183,NBHP
boksdoorn,Lycium barbarum L.,Lb,LIFE+ flandre,403878.62999733933,NBHP
boksdoorn,Lycium barbarum L.,Lb,Middelkerke-Raversijde,381471.69522718963,NBHP
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Bossen van de Vlaamse Ardennen en andere Zuidvlaamse bossen,3521838.0879450026,HBTRL
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",3305251.231754353,HBTRL
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Polders,3088301.6570636956,HBTRL
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,IJzervallei,7484803.452493262,VGLRL
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Poldercomplex,5233624.867707427,VGLRL
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Krekengebied,4238181.719267417,VGLRL
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Kust & Westhoek,4869720.546194769,anb-regio
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Vlaamse Ardennen & Schelde-Leie,2414184.3267815043,anb-regio
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Brabantse Wouden,2080409.2556456602,anb-regio
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Dijlevallei,1597662.6911262409,anb-domein
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Merkembroek-Woumenbroek,756403.974014088,anb-domein
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,IJzerbroeken stroomopwaarts Elzendamme,725658.4501757083,anb-domein
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Kust & Westhoek,4704545.594305784,anb-regio
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Brabantse Wouden,1959831.0391919962,anb-regio
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Vlaamse Ardennen & Schelde-Leie,1733123.7979107457,anb-regio
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Dijlevallei,1566522.044385878,anb-domein
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Merkembroek-Woumenbroek,756403.974014088,anb-domein
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,IJzerbroeken stroomopwaarts Elzendamme,725658.4501757083,anb-domein
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,IJzer- en Handzamevallei,2548425.55377591,NBHP
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,Onbevaarbare waterlopen 1e categorie,2061516.6994144423,NBHP
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,"Dijle-, Laan- en Ijsevallei",1966563.4285084938,NBHP
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,1414425.2297585257,HBTRL
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Historische fortengordels van Antwerpen als vleermuizenhabitats,663649.0680693573,HBTRL
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Demervallei,614066.1309532755,HBTRL
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,De Demervallei,1068873.653224836,VGLRL
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Durme en de middenloop van de Schelde,743828.5604791958,VGLRL
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",355089.0888124745,VGLRL
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Groene Gordels,1306931.9893016524,anb-regio
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Vlaamse Ardennen & Schelde-Leie,1154199.2373706813,anb-regio
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Antwerpse Kempen,1139745.9554458216,anb-regio
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Zonienwoud,346964.00334985845,anb-domein
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Dijlevallei,184718.1095316869,anb-domein
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Vijvercomplex,169615.46157698162,anb-domein
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Groene Gordels,819061.2686896058,anb-regio
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Brabantse Wouden,796936.5915342459,anb-regio
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Vlaamse Ardennen & Schelde-Leie,524863.3657685884,anb-regio
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Zonienwoud,346964.00334985845,anb-domein
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Dijlevallei,184718.1095316869,anb-domein
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Vijvercomplex,169060.7978770098,anb-domein
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Onbevaarbare waterlopen 1e categorie,598315.1701606258,NBHP
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Zoniënwoud,413129.08304354205,NBHP
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,Provinciaal domein Kessel-Lo,334822.0687944395,NBHP
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Duingebieden inclusief IJzermonding en Zwin,1410725.5865566093,HBTRL
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,504552.9107270283,HBTRL
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Historische fortengordels van Antwerpen als vleermuizenhabitats,62314.59886588453,HBTRL
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Schorren en polders van de Beneden-Schelde,1614128.0102139749,VGLRL
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Poldercomplex,128301.07405666352,VGLRL
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Het Zwin,65369.41838709082,VGLRL
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Antwerpse Kempen,645168.2534289213,anb-regio
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Kust & Westhoek,481003.61957703176,anb-regio
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Groene Gordels,31184.039164750353,anb-regio
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Linkerscheldeoever - Gedempt deel Doeldok,155610.0116913244,anb-domein
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Duinbos-Wenduine,112610.1584113319,anb-domein
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Linkerscheldeoever - Ketenisschor,81293.44954815632,anb-domein
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Antwerpse Kempen,618902.3272063126,anb-regio
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Kust & Westhoek,300029.16085331945,anb-regio
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Zandig Vlaanderen,30336.148514412045,anb-regio
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Linkerscheldeoever - Gedempt deel Doeldok,155610.0116913244,anb-domein
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Duinbos-Wenduine,112610.1584113319,anb-domein
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Linkerscheldeoever - Ketenisschor,81293.44954815632,anb-domein
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Duinbossen van De Haan,339227.0440082881,NBHP
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Koninklijke Golfclub Oostende,116831.92730501131,NBHP
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,Raversyde,89133.15714336126,NBHP
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,"Het Blak, Kievitsheide, Ekstergoor en nabijgelegen Kamsalamanderhabitats",1447988.4933326428,HBTRL
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,"Vennen, heiden en moerassen rond Turnhout",1119470.0071841066,HBTRL
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,"Itterbeek met Brand, Jagersborg en Schootsheide en Bergerven",766834.7231132239,HBTRL
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Schorren en polders van de Beneden-Schelde,3693854.8653872698,VGLRL
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,"Arendonk, Merksplas, Oud-Turnhout, Ravels en Turnhout",992024.5334845283,VGLRL
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",974632.5037573383,VGLRL
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Antwerpse Kempen,4177656.9098812733,anb-regio
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Taxandria,2661425.7569891666,anb-regio
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Zandig Vlaanderen,1155570.149094437,anb-regio
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Linkerscheldeoever - Doelpolder Noord,659795.8148656749,anb-domein
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Linkerscheldeoever - Haasop,501242.1789549305,anb-domein
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Wortel Kolonie,431921.958281532,anb-domein
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Antwerpse Kempen,4002221.9742582925,anb-regio
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Taxandria,2376565.006420789,anb-regio
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Kust & Westhoek,720760.3835293588,anb-regio
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Linkerscheldeoever - Doelpolder Noord,659795.8148656749,anb-domein
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Linkerscheldeoever - Haasop,501242.1789549305,anb-domein
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Wortel Kolonie,431921.958281532,anb-domein
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Eksterheide en omgeving,743700.6791494061,NBHP
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,Turnhouts Vennengebied,550506.4479162704,NBHP
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,GGS-Drijdijck en Spaans Fort,442456.4312303603,NBHP
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Polders,47112.668442378985,HBTRL
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Bossen en heiden van zandig Vlaanderen: oostelijk deel,46433.46217490273,HBTRL
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,"Bossen, heiden en valleigebieden van zandig Vlaanderen: westelijk deel",31401.573745771253,HBTRL
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Poldercomplex,94204.72123729877,VGLRL
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Durme en de middenloop van de Schelde,33213.6846482583,VGLRL
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Kustbroedvogels te Zeebrugge-Heist,15257.634068755113,VGLRL
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Zandig Vlaanderen,50597.86828829738,anb-regio
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Kust & Westhoek,20816.662106482225,anb-regio
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Antwerpse Kempen,11361.507288249806,anb-regio
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Het Leen,31401.573745770846,anb-domein
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Wullebos,17877.823194902332,anb-domein
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Sterneneiland,17134.912030382693,anb-domein
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Kust & Westhoek,20816.662106482225,anb-regio
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Zandig Vlaanderen,19196.294542526535,anb-regio
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Wullebos,17877.823194902332,anb-domein
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Sterneneiland,17134.912030382693,anb-domein
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Uitkerkse Polder,3681.7500760995317,anb-domein
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Groot Molsbroek,65828.6078717324,NBHP
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Uitkerkse Polder,47614.74146616863,NBHP
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,Het Leen,30308.896711025853,NBHP
Canadese guldenroede,Solidago canadensis L.,Sc,Demervallei,1057011.9763142383,HBTRL
Canadese guldenroede,Solidago canadensis L.,Sc,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",756103.1973441874,HBTRL
Canadese guldenroede,Solidago canadensis L.,Sc,"Valleigebied tussen Melsbroek, Kampenhout, Kortenberg en Veltem",563501.4063372154,HBTRL
Canadese guldenroede,Solidago canadensis L.,Sc,De Dijlevallei,501875.72828847845,VGLRL
Canadese guldenroede,Solidago canadensis L.,Sc,De Demervallei,350953.636019456,VGLRL
Canadese guldenroede,Solidago canadensis L.,Sc,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",313535.9106366943,VGLRL
Canadese guldenroede,Solidago canadensis L.,Sc,Brabantse Wouden,532473.9472060568,anb-regio
Canadese guldenroede,Solidago canadensis L.,Sc,Demerland & Zuiderkempen,470553.1758677771,anb-regio
Canadese guldenroede,Solidago canadensis L.,Sc,Lage tot aan Hoge Kempen,291718.51401015435,anb-regio
Canadese guldenroede,Solidago canadensis L.,Sc,Meerdaalwoud,150987.03104378324,anb-domein
Canadese guldenroede,Solidago canadensis L.,Sc,Vallei van de Drie Beken,132246.60783187588,anb-domein
Canadese guldenroede,Solidago canadensis L.,Sc,Silsombos,108185.20797510624,anb-domein
Canadese guldenroede,Solidago canadensis L.,Sc,Brabantse Wouden,444184.05595926155,anb-regio
Canadese guldenroede,Solidago canadensis L.,Sc,Demerland & Zuiderkempen,423807.07556223625,anb-regio
Canadese guldenroede,Solidago canadensis L.,Sc,Zandig Vlaanderen,236921.3886527729,anb-regio
Canadese guldenroede,Solidago canadensis L.,Sc,Meerdaalwoud,150987.03104378324,anb-domein
Canadese guldenroede,Solidago canadensis L.,Sc,Vallei van de Drie Beken,132246.60783187588,anb-domein
Canadese guldenroede,Solidago canadensis L.,Sc,Silsombos,107702.62057012199,anb-domein
Canadese guldenroede,Solidago canadensis L.,Sc,Doode Bemde,316073.3357064155,NBHP
Canadese guldenroede,Solidago canadensis L.,Sc,Haachtse Leibeekvallei,280947.53163940035,NBHP
Canadese guldenroede,Solidago canadensis L.,Sc,Averbode Bos en Heide,260199.40084368264,NBHP
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,10221854.947943382,HBTRL
reuzenbalsemien,Impatiens glandulifera Royle,Ig,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",4436040.998283068,HBTRL
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Bos- en heidegebieden ten oosten van Antwerpen,3920840.272311736,HBTRL
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Durme en de middenloop van de Schelde,7175747.487994415,VGLRL
reuzenbalsemien,Impatiens glandulifera Royle,Ig,De Demervallei,4119942.6758221425,VGLRL
reuzenbalsemien,Impatiens glandulifera Royle,Ig,De Dijlevallei,3389782.754374847,VGLRL
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Groene Gordels,4737955.1230099015,anb-regio
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Brabantse Wouden,3504294.728943172,anb-regio
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Antwerpse Kempen,3294092.4296332262,anb-regio
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Dijlevallei,1332386.1106200558,anb-domein
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Demerbroeken,1124799.9087534125,anb-domein
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Zoerselbos,797803.1019394025,anb-domein
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Groene Gordels,3125934.8465242125,anb-regio
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Brabantse Wouden,2961806.809928608,anb-regio
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Demerland & Zuiderkempen,2596696.589562081,anb-regio
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Dijlevallei,1238503.9385973308,anb-domein
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Demerbroeken,979991.5271714977,anb-domein
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Zoerselbos,779317.927702723,anb-domein
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Onbevaarbare waterlopen 1e categorie,2423204.624367465,NBHP
reuzenbalsemien,Impatiens glandulifera Royle,Ig,"Dijle-, Laan- en Ijsevallei",2165711.446459781,NBHP
reuzenbalsemien,Impatiens glandulifera Royle,Ig,Zoerselbos,1031711.1777995391,NBHP
Chinese prachtslang,"Elaphe taeniura (Cope, 1861)",Et,Bosbeekvallei en aangrenzende bos- en heidegebieden te As-Opglabbeek-Maaseik,11660.430345110304,HBTRL
Chinese prachtslang,"Elaphe taeniura (Cope, 1861)",Et,Tommelen,15075.192860322499,NBHP
Chinese prachtslang,"Elaphe taeniura (Cope, 1861)",Et,Onbevaarbare waterlopen 1e categorie,5379.447989213937,NBHP
Chinese prachtslang,"Elaphe taeniura (Cope, 1861)",Et,Vallei van de Bosbeek,3544.789487814022,NBHP
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",293340.6956883038,HBTRL
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",281860.8030145961,HBTRL
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,"Vennen, heiden en moerassen rond Turnhout",205244.88307326613,HBTRL
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,De Ronde Put,224214.2047673072,VGLRL
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Het Vijvercomplex van Midden-Limburg,206813.11505482454,VGLRL
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,De Demervallei,188409.44247458974,VGLRL
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Taxandria,431412.6862816808,anb-regio
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Groene Gordels,199079.86289661643,anb-regio
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Demerland & Zuiderkempen,169581.83993083783,anb-regio
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Vijvercomplex,130337.29199294337,anb-domein
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,De Gavers,125529.51831458713,anb-domein
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Goorken,68374.69445111079,anb-domein
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Taxandria,304751.79033401894,anb-regio
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Demerland & Zuiderkempen,148595.0083704402,anb-regio
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Groene Gordels,143549.14191396817,anb-regio
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Vijvercomplex,130337.29199294337,anb-domein
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Goorken,68374.69445111079,anb-domein
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,De Melle,58951.26535347417,anb-domein
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Vijvercomplex Midden-Limburg,131672.05530662014,NBHP
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,Laakvalleien,123849.90502542113,NBHP
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,De Maat,120766.63066571565,NBHP
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",682713.7254279075,HBTRL
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,249904.51893674576,HBTRL
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",184203.72706633378,HBTRL
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,De Demervallei,403296.41919827036,VGLRL
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Poldercomplex,125606.29498308228,VGLRL
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,De Dijlevallei,125606.29498306266,VGLRL
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Demerland & Zuiderkempen,342748.20121129806,anb-regio
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Groene Gordels,258265.99531180205,anb-regio
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Antwerpse Kempen,159806.52261611974,anb-regio
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Vijvercomplex,77902.66139199183,anb-domein
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Dorent,67437.57306904066,anb-domein
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Hertberg West,59132.62638448732,anb-domein
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Demerland & Zuiderkempen,254526.9769595195,anb-regio
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Groene Gordels,202819.91571741176,anb-regio
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Antwerpse Kempen,150955.1868859632,anb-regio
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Vijvercomplex,77902.66139199183,anb-domein
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Dorent,67437.57306904066,anb-domein
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Hertberg West,59132.62638448732,anb-domein
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Laakvalleien,115689.12337384363,NBHP
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Onbevaarbare waterlopen 1e categorie,100626.9239456898,NBHP
blauwbandgrondel,"Pseudorasbora parva Temminck & Schlegel, 1846",Pp,Provinciaal domein Kessel-Lo,92639.01511362087,NBHP
struikaster,Baccharis halimifolia L.,Bh,Duingebieden inclusief IJzermonding en Zwin,1525502.5841118076,HBTRL
struikaster,Baccharis halimifolia L.,Bh,Polders,87109.16079933612,HBTRL
struikaster,Baccharis halimifolia L.,Bh,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",49622.05101765257,HBTRL
struikaster,Baccharis halimifolia L.,Bh,Westkust,376138.0562595594,VGLRL
struikaster,Baccharis halimifolia L.,Bh,Poldercomplex,125606.29498305195,VGLRL
struikaster,Baccharis halimifolia L.,Bh,Het Zwin,123832.95103474325,VGLRL
struikaster,Baccharis halimifolia L.,Bh,Kust & Westhoek,919929.2279252149,anb-regio
struikaster,Baccharis halimifolia L.,Bh,Zandig Vlaanderen,70735.85386005459,anb-regio
struikaster,Baccharis halimifolia L.,Bh,Vlaamse Ardennen & Schelde-Leie,20890.557535657827,anb-regio
struikaster,Baccharis halimifolia L.,Bh,De Westhoek,139065.21248657577,anb-domein
struikaster,Baccharis halimifolia L.,Bh,Ter Yde,131531.69717501954,anb-domein
